1111|0
1112|18
1113|36
1114|54
1121|72
1122|90
1123|108
1124|126
1131|144
1132|162
1133|180
1134|198
1141|216
1142|234
1143|252
1144|270
1211|288
1212|305
1213|322
1214|339
1221|356
1222|373
1223|390
1224|407
1231|424
1232|441
1233|458
1234|475
1241|492
1242|509
1243|526
1244|543
1311|560
1312|578
1313|596
1314|614
1321|632
1322|650
1323|668
1324|686
1331|704
1332|722
1333|740
1334|758
1341|776
1342|794
1343|812
1344|830
1411|848
1412|866
1413|884
1414|902
1421|920
1422|938
1423|956
1424|974
1431|992
1432|1010
1433|1028
1434|1046
1441|1064
1442|1082
1443|1100
1444|1118
1511|1136
1512|1153
1513|1170
1514|1187
1521|1204
1522|1221
1523|1238
1524|1255
1531|1272
1532|1289
1533|1306
1534|1323
1541|1340
1542|1357
1543|1374
1544|1391
2111|1408
2112|1426
2113|1444
2114|1462
2121|1480
2122|1498
2123|1516
2124|1534
2131|1552
2132|1570
2133|1588
2134|1606
2141|1624
2142|1642
2143|1660
2144|1678
2211|1696
2212|1714
2213|1732
2214|1750
2221|1768
2222|1786
2223|1804
2224|1822
2231|1840
2232|1858
2233|1876
2234|1894
2241|1912
2242|1930
2243|1948
2244|1966
2311|1984
2312|2002
2313|2020
2314|2038
2321|2056
2322|2073
2323|2090
2324|2107
2331|2124
2332|2141
2333|2158
2334|2175
2341|2192
2342|2209
2343|2226
2344|2243
2411|2260
2412|2277
2413|2294
2414|2311
2421|2328
2422|2345
2423|2362
2424|2379
2431|2396
2432|2413
2433|2430
2434|2447
2441|2464
2442|2481
2443|2498
2444|2515
2511|2532
2512|2550
2513|2568
2514|2586
2521|2604
2522|2622
2523|2640
2524|2658
2531|2676
2532|2694
2533|2712
2534|2730
2541|2748
2542|2766
2543|2784
2544|2802
3111|2820
3112|2837
3113|2854
3114|2871
3121|2888
3122|2905
3123|2922
3124|2939
3131|2956
3132|2973
3133|2990
3134|3007
3141|3024
3142|3041
3143|3058
3144|3075
3211|3092
3212|3110
3213|3128
3214|3146
3221|3164
3222|3182
3223|3200
3224|3218
3231|3236
3232|3254
3233|3272
3234|3290
3241|3308
3242|3326
3243|3344
3244|3362
3311|3380
3312|3398
3313|3416
3314|3434
3321|3452
3322|3470
3323|3488
3324|3506
3331|3524
3332|3542
3333|3560
3334|3578
3341|3596
3342|3614
3343|3632
3344|3650
3411|3668
3412|3685
3413|3702
3414|3719
3421|3736
3422|3753
3423|3770
3424|3787
3431|3804
3432|3821
3433|3838
3434|3855
3441|3872
3442|3889
3443|3906
3444|3923
3511|3940
3512|3958
3513|3976
3514|3994
3521|4012
3522|4030
3523|4048
3524|4066
3531|4084
3532|4102
3533|4120
3534|4138
3541|4156
3542|4174
3543|4192
3544|4210
4111|4228
4112|4245
4113|4262
4114|4279
4121|4296
4122|4313
4123|4330
4124|4347
4131|4364
4132|4381
4133|4398
4134|4415
4141|4432
4142|4449
4143|4466
4144|4483
4211|4500
4212|4517
4213|4534
4214|4551
4221|4568
4222|4585
4223|4602
4224|4619
4231|4636
4232|4653
4233|4670
4234|4687
4241|4704
4242|4721
4243|4738
4244|4755
4311|4772
4312|4791
4313|4810
4314|4829
4321|4848
4322|4867
4323|4886
4324|4905
4331|4924
4332|4943
4333|4962
4334|4981
4341|5000
4342|5019
4343|5038
4344|5057
4411|5076
4412|5093
4413|5110
4414|5127
4421|5144
4422|5161
4423|5178
4424|5195
4431|5212
4432|5229
4433|5246
4434|5263
4441|5280
4442|5297
4443|5314
4444|5331
4511|5348
4512|5365
4513|5382
4514|5399
4521|5416
4522|5433
4523|5450
4524|5467
4531|5484
4532|5501
4533|5518
4534|5535
4541|5552
4542|5569
4543|5586
4544|5603
5111|5620
5112|5637
5113|5654
5114|5671
5121|5688
5122|5705
5123|5722
5124|5739
5131|5756
5132|5773
5133|5790
5134|5807
5141|5824
5142|5841
5143|5858
5144|5875
5211|5892
5212|5909
5213|5926
5214|5943
5221|5960
5222|5977
5223|5994
5224|6011
5231|6028
5232|6045
5233|6062
5234|6079
5241|6096
5242|6113
5243|6130
5244|6147
5311|6164
5312|6181
5313|6199
5314|6217
5321|6235
5322|6253
5323|6271
5324|6289
5331|6307
5332|6325
5333|6343
5334|6361
5341|6379
5342|6397
5343|6415
5344|6433
5411|6451
5412|6468
5413|6485
5414|6502
5421|6519
5422|6536
5423|6553
5424|6570
5431|6587
5432|6604
5433|6621
5434|6638
5441|6655
5442|6672
5443|6689
5444|6706
5511|6723
5512|6740
5513|6757
5514|6774
5521|6791
5522|6808
5523|6825
5524|6842
5531|6859
5532|6876
5533|6893
5534|6910
5541|6927
5542|6944
5543|6961
5544|6978
